id	emotion
34170_0022_A_323	-0.14394143223762512,0.1318710893392563,-0.11381790041923523,0.078875333070755,-0.03681807965040207,0.03199232369661331
34170_0022_A_324	-0.06879006326198578,-0.0062163760885596275,0.06211308017373085,-0.026053082197904587,0.0038985759019851685,-0.0039467718452215195
34170_0022_A_327	-0.1721147745847702,0.057746343314647675,-0.03121761605143547,0.004983226768672466,0.055062390863895416,0.060001421719789505
34170_0022_A_328	-0.1284186840057373,0.45481836795806885,-0.02343923971056938,-0.11111703515052795,0.19347989559173584,0.2148757129907608
34170_0022_A_329	-0.06567725539207458,-0.00966841634362936,0.1071307510137558,0.07953697443008423,0.056269921362400055,0.16448915004730225
34170_0022_A_330	-0.18209394812583923,0.06379112601280212,-0.07277734577655792,0.017369680106639862,0.006380677223205566,0.08658958971500397
34170_0022_A_331	-0.015159856528043747,0.36384207010269165,0.023099679499864578,0.08957696706056595,0.21290895342826843,0.1168501228094101
34170_0022_A_334	-0.07847028970718384,0.04363028705120087,0.005759943276643753,-0.0029169591143727303,0.11328427493572235,0.06579641997814178
34170_0022_A_335	-0.1498456597328186,0.07289405167102814,0.08781960606575012,0.062452465295791626,0.07671192288398743,0.03236328810453415
34170_0022_A_336	-0.1588822901248932,0.0760202556848526,-0.0407249890267849,0.049405038356781006,0.0049835070967674255,0.034592099487781525
34170_0022_A_339	0.05800960585474968,0.0011127451434731483,-0.09032230079174042,-0.001569085754454136,0.04015984386205673,0.0025084232911467552
34170_0022_A_340	0.10407276451587677,-0.03648608922958374,0.015331897884607315,-0.028358567506074905,0.10528174787759781,0.04189984127879143
34170_0022_A_341	-0.1335986852645874,0.0018184417858719826,0.05637615546584129,0.18147414922714233,0.07624607533216476,-0.010508517734706402
34170_0022_A_342	-0.07548417150974274,-0.07214198261499405,0.19288282096385956,0.3177787959575653,0.10310138761997223,0.06697069108486176
34170_0022_A_343	-0.13199369609355927,0.0470711886882782,0.13151808083057404,0.15037968754768372,0.012690320611000061,0.039855364710092545
34170_0022_A_344	-0.16215771436691284,0.08539126068353653,-0.048340748995542526,0.058734290301799774,0.09980607032775879,0.007711521349847317
34170_0022_A_345	-0.0477549247443676,0.05730921030044556,0.028766494244337082,0.11203882843255997,0.26445502042770386,0.07614995539188385
34170_0023_A_347	-0.08461548388004303,0.028376631438732147,-0.014693152159452438,0.0688549131155014,-0.020548343658447266,0.03250785544514656
34170_0023_A_351	-0.14466747641563416,0.010615945793688297,0.021004755049943924,0.04006946459412575,-0.03217283636331558,0.004749310202896595
34170_0025_A_355	-0.13743914663791656,0.0017035389319062233,0.03454248979687691,0.07713451981544495,0.0076742395758628845,0.0962030217051506
34170_0025_A_356	-0.10602743923664093,0.015470386482775211,0.020455915480852127,0.02252010628581047,-0.0021718814969062805,0.07996091991662979
34170_0025_A_357	-0.12161235511302948,0.03362562507390976,0.032052863389253616,0.05988908186554909,-0.00805404782295227,0.04298173263669014
34170_0025_A_358	-0.10059800744056702,0.01230619940906763,0.08569763600826263,0.035449638962745667,0.15682664513587952,-0.1748434603214264
34170_0025_A_359	-0.16932833194732666,0.06227130442857742,0.013475138694047928,0.01019590999931097,0.009751379489898682,-0.0606781505048275
34170_0025_A_360	-0.004629392176866531,-0.0387440100312233,0.18235927820205688,0.1954326033592224,0.21034938097000122,0.2837181091308594
34170_0025_A_361	-0.03854265809059143,-0.06735608726739883,0.1864372193813324,0.21858443319797516,0.18965747952461243,0.26032114028930664
34170_0025_A_362	-0.12583604454994202,1.3070284128189087,0.21081341803073883,-0.04816688597202301,-0.0006089620292186737,-0.12664923071861267
34170_0025_A_363	-0.16919079422950745,0.14174364507198334,0.11087349057197571,0.9472567439079285,0.22973260283470154,0.20715682208538055
34170_0025_A_364	-0.1724173128604889,0.04042142629623413,0.14894841611385345,0.04803093895316124,0.1799006164073944,0.04778753221035004
34170_0025_A_365	-0.1040811538696289,0.06745752692222595,0.03226550295948982,0.0791051834821701,0.004012584686279297,0.05589565262198448
34170_0026_A_367	-0.13090404868125916,0.07106950879096985,-0.006749387830495834,0.06779240816831589,-0.00937042385339737,0.03173026442527771
34170_0027_A_369	-0.047841984778642654,0.13447611033916473,-0.008018147200345993,-0.03440150246024132,0.029026351869106293,0.14675338566303253
34170_0027_A_370	-0.18351665139198303,0.9130260944366455,0.0053289420902729034,0.10078343003988266,-0.06347746402025223,0.4130845069885254
34170_0027_A_371	-0.059039559215307236,0.16509483754634857,0.03112848475575447,-0.028560012578964233,0.13451185822486877,0.1897777020931244
34170_0027_A_372	-0.19297254085540771,0.09135093539953232,0.0745667815208435,0.06593455374240875,-0.031045056879520416,0.2614637315273285
34170_0027_A_373	-0.11567391455173492,0.0035119960084557533,0.07393057644367218,-0.08106619119644165,0.04417528212070465,0.24788925051689148
34170_0027_A_374	-0.20508071780204773,0.06597426533699036,0.098330557346344,0.013188767246901989,0.05954551696777344,0.35378599166870117
34170_0028_A_376	-0.10186062753200531,0.03430020064115524,0.011840824037790298,0.011863513849675655,0.057038821280002594,0.03768986836075783
34170_0028_A_377	-0.07600198686122894,0.04626595228910446,-0.015297483652830124,0.06655091047286987,0.07210380584001541,-0.028449367731809616
34170_0028_A_378	-0.05336254462599754,0.07008808106184006,0.006676767021417618,0.04022682458162308,0.03832871466875076,-0.04281516745686531
34170_0028_A_379	-0.1549089550971985,0.0772571787238121,-0.012564804404973984,0.11118556559085846,0.04564390331506729,0.03536667302250862
34170_0028_A_380	-0.10237401723861694,0.06957835704088211,0.028442639857530594,0.07605393975973129,-0.00568167120218277,0.08650144934654236
34170_0028_A_381	-0.11547721922397614,0.13136149942874908,0.04253644123673439,-0.009713915176689625,-0.004902176558971405,-0.018675271421670914
34170_0028_A_382	-0.11507490277290344,0.06069359928369522,0.057992491871118546,0.03595208749175072,0.03361264616250992,0.03780430927872658
34170_0028_A_383	-0.03665127232670784,0.43913447856903076,0.01822841539978981,-0.0026143575087189674,0.05203946679830551,-0.038560669869184494
34170_0028_A_384	-0.304494708776474,1.8674530982971191,-0.003285598009824753,-0.05602407082915306,0.06286496669054031,-0.0898047685623169
34170_0028_A_385	-0.1668793112039566,0.20951564610004425,0.03912824019789696,0.10347216576337814,0.09439519792795181,0.03735508397221565
34170_0028_A_386	-0.11250844597816467,0.5081361532211304,-0.10268566012382507,0.13177452981472015,-0.03911536931991577,-0.07764685153961182
34170_0028_A_387	-0.17492659389972687,2.1230111122131348,-0.12302638590335846,-0.017052549868822098,0.038831181824207306,0.019732613116502762
34170_0028_A_388	-0.06252938508987427,0.030464567244052887,-0.014438550919294357,0.014083857648074627,0.046487241983413696,0.08090183883905411
34170_0028_A_389	-0.0810009241104126,-0.009042731486260891,0.19224107265472412,0.326448917388916,0.3818480372428894,0.6324734687805176
34170_0029_A_396	-0.055906493216753006,0.09664265066385269,-0.036997947841882706,0.02519970014691353,-0.0029967650771141052,-0.015045122243463993
34170_0029_A_400	-0.1329851597547531,0.07915555685758591,-0.043204378336668015,0.08409404754638672,0.010243289172649384,0.036600686609745026
34170_0029_A_401	-0.07367566227912903,0.1129683256149292,-0.03332215175032616,0.11208127439022064,-0.025503024458885193,0.0034375106915831566
34170_0029_A_404	-0.014937695115804672,0.24660716950893402,-0.0971657782793045,-0.06289812922477722,-0.04258684813976288,-0.00850310642272234
34170_0029_A_405	0.11028018593788147,0.3059353232383728,-0.036455076187849045,-0.0804232805967331,0.04537443071603775,-0.06193290278315544
34170_0029_A_407	-0.29179897904396057,1.6373647451400757,-0.004663880914449692,-0.032711684703826904,0.03267345950007439,-0.07941807061433792
34170_0029_A_408	-0.14172396063804626,0.3069988489151001,0.04635461047291756,0.05294959992170334,0.031464651226997375,-0.018394555896520615
34170_0029_A_412	-0.089278444647789,0.12839658558368683,0.07683354616165161,-0.01364417839795351,0.08773836493492126,0.09129895269870758
34170_0029_A_413	-0.06124889478087425,0.043381355702877045,-0.06381687521934509,0.0071531785652041435,0.03366973251104355,0.06835547089576721
34170_0029_A_414	-0.07207450270652771,0.05624603480100632,0.005330223590135574,0.02380947768688202,0.05504835397005081,0.10448124259710312
34170_0029_A_422	0.3654070198535919,0.20801593363285065,0.028500456362962723,0.07930636405944824,0.284656286239624,1.1600327491760254
34170_0029_A_423	-0.07088945806026459,0.03253762423992157,0.03255141153931618,0.2423352152109146,0.001253172755241394,0.24310055375099182
34170_0029_A_426	-0.13418784737586975,0.13053841888904572,0.03707564249634743,0.0031299805268645287,0.19961199164390564,0.2248459756374359
34170_0029_A_427	-0.11889693140983582,0.028063014149665833,-0.05684254691004753,0.022548068314790726,0.0449783056974411,0.04197594150900841
34170_0029_A_428	-0.049641575664281845,0.013469361700117588,-0.019963886588811874,0.029044367372989655,-0.03016730397939682,0.09281057864427567
34170_0029_A_429	0.03383677452802658,0.035563595592975616,0.05314746871590614,0.02286730706691742,0.23455294966697693,0.1665831357240677
34170_0029_A_431	-0.09941346943378448,-0.05395025014877319,0.01697041466832161,0.09997722506523132,0.17405739426612854,0.10560956597328186
34170_0029_A_432	-0.14230892062187195,-0.04544944316148758,0.12675677239894867,0.2186230719089508,0.18147701025009155,0.15634456276893616
34170_0029_A_436	-0.10694356262683868,0.03500427305698395,-0.07545964419841766,0.0857023149728775,-0.01355503499507904,0.01963231712579727
34170_0029_A_440	-0.15869911015033722,0.12772886455059052,0.06103857234120369,0.034796420484781265,0.06716722995042801,-0.05406215414404869
34170_0029_A_443	-0.09568159282207489,0.014815964736044407,-0.07305289804935455,0.05298972874879837,-0.029357455670833588,0.08327947556972504
34170_0029_A_444	-0.045721907168626785,-0.021332725882530212,-0.013767387717962265,0.012652203440666199,0.04636048525571823,0.20159035921096802
34170_0029_A_445	-0.12128901481628418,0.0670931339263916,0.05461287125945091,0.14092545211315155,0.2467961311340332,-0.05631648749113083
34170_0029_A_446	-0.14039433002471924,0.18425272405147552,0.05036326125264168,-5.8175064623355865e-05,-0.005316004157066345,0.00829843059182167
34170_0029_A_447	-0.08985905349254608,0.02470988780260086,-0.049318309873342514,0.02932397648692131,0.46758028864860535,-0.05663187429308891
34170_0029_A_450	-0.1128799319267273,-0.03384053707122803,0.05771414563059807,-0.019699793308973312,0.10853993892669678,-0.04032175987958908
34170_0030_A_457	-0.027828484773635864,-0.024340711534023285,0.04505534842610359,-0.037810612469911575,0.2075989544391632,0.029446233063936234
34170_0030_A_458	-0.062450822442770004,0.015240342356264591,-0.014254037290811539,-0.08914424479007721,0.24255388975143433,0.07417741417884827
34170_0030_A_459	0.0342937633395195,0.002553575672209263,0.036063674837350845,-0.0297524593770504,0.1989828497171402,0.0275331549346447
34170_0030_A_467	-0.11256757378578186,0.09243661165237427,-0.0633547306060791,0.05708220973610878,0.010567165911197662,-0.07699161767959595
34170_0030_A_479	-0.17474928498268127,0.10281317681074142,0.022974256426095963,0.014728969894349575,-0.025254324078559875,0.05048568546772003
34170_0030_A_480	-0.1878112256526947,0.06314331293106079,0.06810019910335541,-0.028666283935308456,0.07285679876804352,0.029009930789470673
34170_0030_A_481	-0.21944588422775269,0.077286496758461,0.013903040438890457,0.0334002785384655,0.11837856471538544,0.07605406641960144
34170_0033_A_496	-0.07289069890975952,0.09461032599210739,-0.0027397163212299347,0.14810726046562195,0.06375133246183395,0.18323129415512085
34170_0033_A_497	-0.15601836144924164,-0.03651309758424759,0.09513893723487854,-0.08485378324985504,0.23334838449954987,0.06912606209516525
34170_0033_A_498	-0.11430111527442932,0.05945182591676712,0.13584576547145844,0.1733654886484146,0.2868177890777588,0.19152826070785522
34170_0033_A_499	-0.13682423532009125,0.07928642630577087,-0.03683244809508324,-0.0009413091465830803,0.10572189092636108,0.07800522446632385
34170_0033_A_500	-0.09564769268035889,0.027119077742099762,-0.036236342042684555,0.05922909080982208,0.03964146226644516,0.038350604474544525
34170_0033_A_502	-0.10743200778961182,0.02378971129655838,-0.018784355372190475,-0.017487194389104843,0.05968838930130005,-0.016757305711507797
34170_0033_A_503	-0.08856311440467834,0.007803917862474918,0.12270446121692657,-0.04252772405743599,0.19812431931495667,0.1452884078025818
34170_0033_A_504	-0.014928832650184631,-0.013593590818345547,0.11544141173362732,0.0035078739747405052,0.26165133714675903,0.2493143379688263
34170_0033_A_505	-0.14339503645896912,0.04657170921564102,0.16972540318965912,0.09316782653331757,0.06271792203187943,0.1868756264448166
34170_0033_A_506	-0.09743063151836395,0.08362960070371628,0.011747162789106369,-0.040570419281721115,0.1868331879377365,0.1328495442867279
34170_0033_A_508	-0.010960660874843597,-0.06379971653223038,0.04386437311768532,0.24660800397396088,0.1712208092212677,0.43925806879997253
34170_0033_A_509	-0.11448825895786285,0.04541599005460739,-0.10962599515914917,-0.035512734204530716,-0.03682488948106766,0.07495002448558807
34170_0033_A_510	-0.0989871621131897,0.11557423323392868,0.08844853937625885,0.04345377907156944,0.10598339140415192,0.03956158831715584
34170_0033_A_511	-0.21533052623271942,0.26937031745910645,-0.03536815568804741,0.04722193628549576,-0.01560811698436737,0.1370677351951599
34170_0034_A_514	-0.056458424776792526,-0.023945361375808716,0.08401422202587128,-0.07054637372493744,0.11098043620586395,0.0826253890991211
34170_0035_A_516	-0.03461651876568794,-0.012325434945523739,-0.05415249988436699,-0.006653879769146442,0.1679421216249466,0.005502562038600445
34170_0035_A_517	-0.03465753421187401,-0.05818010866641998,-0.012326646596193314,-0.02609490603208542,0.1883004903793335,0.032748427242040634
34170_0035_A_518	-0.050257232040166855,0.01100385282188654,-0.03458957001566887,-0.016207803040742874,0.23267292976379395,0.002590852789580822
34170_0035_A_519	0.0018332786858081818,0.12957894802093506,0.00044598057866096497,0.051849059760570526,0.09569831192493439,0.05710538104176521
34170_0035_A_520	0.024233166128396988,0.1842946857213974,0.11717851459980011,0.09518884122371674,0.1330166906118393,0.025187019258737564
34170_0035_A_521	-0.1669521927833557,0.8566122055053711,0.07922308146953583,0.04419223591685295,-0.07811961323022842,-0.06244097277522087
34170_0035_A_522	-0.16414405405521393,-0.09658599644899368,0.041371483355760574,-0.0857824981212616,0.18196025490760803,0.2533091604709625
34170_0035_A_523	-0.09904304146766663,0.05741012096405029,0.11411882936954498,0.09543323516845703,0.06814931333065033,0.2070639729499817
34170_0036_A_527	-0.10591575503349304,0.07899988442659378,0.03637987747788429,0.0946628674864769,0.16953173279762268,0.0044499533250927925
34170_0036_A_533	-0.19439461827278137,0.09127912670373917,0.12945719063282013,0.047909997403621674,0.1091802567243576,-0.13829541206359863
34170_0036_A_535	-0.07415500283241272,0.008236878551542759,-0.13576751947402954,0.051864270120859146,0.08611440658569336,0.07718270272016525
34170_0036_A_539	-0.08156193792819977,0.09011285752058029,0.09065358340740204,0.09726875275373459,0.1657467484474182,0.054949190467596054
34170_0036_A_543	-0.0796361118555069,0.08427033573389053,0.0007152892649173737,0.08472654223442078,0.004646040499210358,0.07108359783887863
